filename,V0_LAT,V0_LON,V1_LAT,V1_LON,V2_LAT,V2_LON,V3_LAT,V3_LON,Al_Si_ratio
01_ch2_cla_l1_20240701T091003848_20240701T091011848.fits,68.9656,-125.728,67.686,-125.765,67.6614,-123.456,68.9395,-123.29,0.77
01_ch2_cla_l1_20240701T092435848_20240701T092443848.fits,25.3817,-126.477,24.0203,-126.49,24.0089,-125.436,25.3703,-125.411,0.06
01_ch2_cla_l1_20240701T111344112_20240701T111352112.fits,47.695,-127.264,46.3627,-127.28,46.348,-125.929,47.68,-125.88,0.52
01_ch2_cla_l1_20240701T164501826_20240701T164509826.fits,77.2926,45.0623,76.1521,45.451,76.1871,48.5111,77.3309,48.3997,0.76
01_ch2_cla_l1_20240701T155649767_20240701T155657767.fits,-74.894,51.3508,-75.902,51.4487,-75.8747,53.8668,-74.8686,53.6056,0.69
01_ch2_cla_l1_20240701T185714911_20240701T185722911.fits,56.356,-131.387,55.0526,-131.411,55.0343,-129.836,56.3371,-129.762,0.81
01_ch2_cla_l1_20240701T132557196_20240701T132605196.fits,0.9456,-128.955,-0.402,-128.971,-0.4126,-128.023,0.935,-128.007,0.44
01_ch2_cla_l1_20240701T114848112_20240701T114856112.fits,-57.9408,-129.309,-59.1182,-129.38,-59.1345,-127.884,-57.9566,-127.858,1.0
01_ch2_cla_l1_20240701T170429826_20240701T170437826.fits,44.7942,-130.535,43.4633,-130.552,43.4487,-129.269,44.7793,-129.225,1.07
01_ch2_cla_l1_20240701T114400112_20240701T114408112.fits,-43.2563,-128.698,-44.4897,-128.736,-44.5024,-127.576,-43.2688,-127.56,0.09
01_ch2_cla_l1_20240701T112528112_20240701T112536112.fits,12.5939,-127.718,11.2346,-127.732,11.2239,-126.753,12.5831,-126.734,0.57
01_ch2_cla_l1_20240701T133453195_20240701T133501195.fits,-25.9317,-129.379,-27.2221,-129.403,-27.2333,-128.405,-25.9427,-128.391,0.28
01_ch2_cla_l1_20240701T194738911_20240701T194746911.fits,-82.3423,50.6653,-83.379,51.0979,-83.3154,56.4391,-82.2873,55.2865,0.92
01_ch2_cla_l1_20240701T164949826_20240701T164957826.fits,89.0712,-114.178,87.8919,-123.36,87.658,-103.7,88.6212,-80.6976,0.01
01_ch2_cla_l1_20240701T091419848_20240701T091427848.fits,56.1203,-126.048,54.8045,-126.066,54.7875,-124.479,56.1028,-124.408,0.44
01_ch2_cla_l1_20240701T173245826_20240701T173253826.fits,-40.1444,-131.908,-41.3908,-131.943,-41.4038,-130.822,-40.1572,-130.805,0.67
01_ch2_cla_l1_20240701T135029195_20240701T135037195.fits,-73.6316,-132.139,-74.7467,-132.392,-74.7763,-129.716,-73.6593,-129.633,0.98
01_ch2_cla_l1_20240701T192802911_20240701T192810911.fits,-36.159,-132.899,-37.4188,-132.932,-37.4318,-131.855,-36.1717,-131.838,0.97
01_ch2_cla_l1_20240701T112256112_20240701T112304112.fits,20.1692,-127.625,18.8081,-127.639,18.797,-126.622,20.158,-126.6,0.23
01_ch2_cla_l1_20240701T111120112_20240701T111128112.fits,54.8969,-127.144,53.5805,-127.163,53.5637,-125.621,54.8797,-125.554,0.03
01_ch2_cla_l1_20240701T153505767_20240701T153513767.fits,-36.886,-130.719,-38.1429,-130.751,-38.1552,-129.668,-36.8982,-129.652,1.06
01_ch2_cla_l1_20240701T153337767_20240701T153345767.fits,-32.4358,-130.612,-33.7069,-130.64,-33.7188,-129.598,-32.4475,-129.583,0.46
01_ch2_cla_l1_20240701T194858911_20240701T194906911.fits,-78.1782,49.6945,-79.2015,49.8695,-79.1632,53.0963,-78.1433,52.6398,0.18
01_ch2_cla_l1_20240701T125525196_20240701T125533196.fits,88.1079,19.0459,87.0359,31.6116,87.2077,46.8518,88.3906,43.2108,0.19
01_ch2_cla_l1_20240701T135837195_20240701T135845195.fits,-79.9374,53.0303,-80.9592,53.2444,-80.9168,57.0792,-79.8994,56.4727,1.12
01_ch2_cla_l1_20240701T170413826_20240701T170421826.fits,45.5941,-130.522,44.2646,-130.539,44.2499,-129.242,45.5789,-129.195,1.11
01_ch2_cla_l1_20240701T155033767_20240701T155041767.fits,-84.385,-139.862,-85.4424,-142.213,-85.5373,-133.873,-84.4621,-133.072,0.14
01_ch2_cla_l1_20240701T134421195_20240701T134429196.fits,-54.7409,-130.245,-55.9321,-130.306,-55.9476,-128.909,-54.756,-128.886,0.51
01_ch2_cla_l1_20240701T164717826_20240701T164725826.fits,84.2241,39.2977,83.0689,41.0466,83.1415,47.3596,84.3114,46.8879,1.05
01_ch2_cla_l1_20240701T092843848_20240701T092851848.fits,13.0266,-126.626,11.6655,-126.64,11.6549,-125.658,13.016,-125.638,0.57
01_ch2_cla_l1_20240701T130509195_20240701T130517195.fits,63.2623,-128.032,61.9703,-128.059,61.9495,-126.166,63.2406,-126.057,1.01
01_ch2_cla_l1_20240701T094523848_20240701T094531848.fits,-37.1324,-127.432,-38.387,-127.462,-38.3986,-126.379,-37.1439,-126.364,0.77
01_ch2_cla_l1_20240701T135013195_20240701T135021195.fits,-72.8068,-131.974,-73.9255,-132.204,-73.9537,-129.649,-72.8334,-129.574,0.87
01_ch2_cla_l1_20240701T095331848_20240701T095339848.fits,-62.0061,-128.465,-63.1656,-128.555,-63.1834,-126.895,-62.0233,-126.864,0.14
01_ch2_cla_l1_20240701T155817767_20240701T155825767.fits,-70.2906,51.0263,-71.2839,51.0857,-71.2637,52.8747,-70.2715,52.7244,0.55
01_ch2_cla_l1_20240701T191042911_20240701T191050911.fits,15.9937,-132.012,14.6397,-132.027,14.6281,-131.04,15.982,-131.018,0.2
01_ch2_cla_l1_20240701T133317195_20240701T133325195.fits,-21.0994,-129.29,-22.4034,-129.312,-22.4143,-128.336,-21.1103,-128.322,0.8
01_ch2_cla_l1_20240701T092627848_20240701T092635848.fits,19.8029,-126.545,18.4403,-126.558,18.4294,-125.542,19.7918,-125.52,0.74
01_ch2_cla_l1_20240701T190650911_20240701T190658911.fits,27.5644,-131.857,26.2137,-131.872,26.2014,-130.811,27.5518,-130.784,0.75
01_ch2_cla_l1_20240701T130941195_20240701T130949195.fits,49.633,-128.31,48.307,-128.327,48.2917,-126.935,49.6173,-126.882,0.92
01_ch2_cla_l1_20240701T173021826_20240701T173029826.fits,-32.8567,-131.719,-34.127,-131.748,-34.1392,-130.702,-32.8688,-130.686,1.19
01_ch2_cla_l1_20240701T175109826_20240701T175117826.fits,-81.9827,51.5062,-83.016,51.879,-82.9577,56.9207,-81.9319,55.8989,0.98
01_ch2_cla_l1_20240701T114616112_20240701T114624112.fits,-50.1766,-128.938,-51.3842,-128.987,-51.3982,-127.705,-50.1903,-127.686,0.53
01_ch2_cla_l1_20240701T185346911_20240701T185354911.fits,66.8067,-131.09,65.5322,-131.13,65.5077,-129.027,66.7809,-128.882,0.75
01_ch2_cla_l1_20240701T092955848_20240701T093003848.fits,9.4375,-126.67,8.0788,-126.685,8.0682,-125.715,9.427,-125.697,0.58
01_ch2_cla_l1_20240701T112512112_20240701T112520112.fits,13.3914,-127.708,12.0319,-127.722,12.0211,-126.74,13.3806,-126.72,0.2
01_ch2_cla_l1_20240701T151153767_20240701T151201767.fits,32.8209,-129.631,31.4708,-129.645,31.4583,-128.53,32.8082,-128.5,0.8
01_ch2_cla_l1_20240701T194450911_20240701T194458911.fits,-87.6328,-157.198,-88.5291,-175.193,-88.8706,-150.232,-87.829,-141.35,0.36
01_ch2_cla_l1_20240701T174805826_20240701T174813826.fits,-87.2048,-151.643,-88.1659,-163.516,-88.4187,-143.151,-87.3643,-138.204,1.08
01_ch2_cla_l1_20240701T165221826_20240701T165229826.fits,81.3911,-128.836,80.1629,-129.051,80.108,-124.253,81.3285,-123.378,1.13
01_ch2_cla_l1_20240701T091131848_20240701T091139848.fits,64.5432,-125.863,63.2502,-125.89,63.229,-123.911,64.5211,-123.793,0.97
01_ch2_cla_l1_20240701T193146911_20240701T193154911.fits,-47.5226,-133.255,-48.7438,-133.302,-48.7585,-132.067,-47.5371,-132.046,0.72
01_ch2_cla_l1_20240701T152041767_20240701T152049767.fits,6.4931,-129.969,5.1408,-129.985,5.13,-129.028,6.4822,-129.01,0.76
01_ch2_cla_l1_20240701T090723848_20240701T090731848.fits,77.0272,-125.306,75.7743,-125.389,75.7374,-121.941,76.9869,-121.538,0.07
01_ch2_cla_l1_20240701T093259848_20240701T093307848.fits,0.2559,-126.787,-1.093,-126.802,-1.1033,-125.853,0.2456,-125.837,0.48
01_ch2_cla_l1_20240701T125117195_20240701T125125195.fits,75.6532,47.8767,74.515,48.177,74.5451,50.9083,75.6858,50.8259,0.24
01_ch2_cla_l1_20240701T145913767_20240701T145921767.fits,70.8807,-128.825,69.6142,-128.874,69.5865,-126.398,70.8512,-126.196,0.93
01_ch2_cla_l1_20240701T110416112_20240701T110424112.fits,76.2046,-126.416,74.9511,-126.494,74.9157,-123.228,76.166,-122.866,0.85
01_ch2_cla_l1_20240701T171309826_20240701T171317826.fits,18.8488,-130.893,17.4931,-130.908,17.4815,-129.904,18.8372,-129.882,0.65
01_ch2_cla_l1_20240701T151233767_20240701T151241767.fits,30.8262,-129.657,29.4741,-129.671,29.4618,-128.577,30.8137,-128.548,0.58
01_ch2_cla_l1_20240701T174613826_20240701T174621826.fits,-81.5121,-137.669,-82.5942,-138.661,-82.655,-133.414,-81.5652,-133.076,0.16
01_ch2_cla_l1_20240701T172517826_20240701T172525826.fits,-17.5453,-131.414,-18.8578,-131.435,-18.869,-130.473,-17.5564,-130.458,0.66
01_ch2_cla_l1_20240701T113208112_20240701T113216112.fits,-7.3802,-127.981,-8.7159,-127.998,-8.7263,-127.052,-7.3906,-127.037,0.75
01_ch2_cla_l1_20240701T115320112_20240701T115328112.fits,-71.9129,-130.685,-73.0335,-130.891,-73.0599,-128.46,-71.9378,-128.394,0.67
01_ch2_cla_l1_20240701T134957196_20240701T135005195.fits,-71.9824,-131.824,-73.1043,-132.034,-73.1314,-129.588,-72.0079,-129.519,0.5
01_ch2_cla_l1_20240701T132621195_20240701T132629195.fits,-0.2534,-128.971,-1.5994,-128.988,-1.6099,-128.041,-0.264,-128.025,0.49
01_ch2_cla_l1_20240701T134709195_20240701T134717195.fits,-63.3434,-130.793,-64.5,-130.894,-64.5193,-129.158,-63.3618,-129.124,1.15
01_ch2_cla_l1_20240701T192930911_20240701T192938911.fits,-40.6158,-133.023,-41.8613,-133.061,-41.8747,-131.933,-40.6291,-131.915,0.55
01_ch2_cla_l1_20240701T090947848_20240701T090955848.fits,69.7705,-125.699,68.4933,-125.738,68.4679,-123.355,69.7435,-123.176,0.6
01_ch2_cla_l1_20240701T125933195_20240701T125941195.fits,80.1942,-127.033,78.9571,-127.185,78.9093,-122.853,80.1405,-122.174,0.28
01_ch2_cla_l1_20240701T130853196_20240701T130901196.fits,52.034,-128.269,50.7134,-128.287,50.6974,-126.834,52.0176,-126.775,0.64
01_ch2_cla_l1_20240701T145137767_20240701T145145767.fits,87.0149,30.5049,85.8835,36.2201,86.0064,47.0544,87.1871,45.5206,0.68
01_ch2_cla_l1_20240701T145705767_20240701T145713767.fits,77.3394,-128.397,76.0944,-128.498,76.0553,-125.007,77.2965,-124.578,0.81
01_ch2_cla_l1_20240701T153353767_20240701T153401767.fits,-33.2443,-130.63,-34.5129,-130.659,-34.5249,-129.61,-33.2561,-129.595,0.15
01_ch2_cla_l1_20240701T113600112_20240701T113608112.fits,-19.0136,-128.161,-20.3234,-128.181,-20.3341,-127.214,-19.0242,-127.199,0.16
01_ch2_cla_l1_20240701T151225767_20240701T151233767.fits,31.225,-129.652,29.8734,-129.666,29.8611,-128.568,31.2125,-128.538,0.25
01_ch2_cla_l1_20240701T115728112_20240701T115736112.fits,-84.6979,-137.987,-85.7484,-140.569,-85.8455,-131.706,-84.7757,-130.86,0.74
01_ch2_cla_l1_20240701T095555848_20240701T095603848.fits,-69.4085,-129.189,-70.5376,-129.347,-70.5606,-127.192,-69.4304,-127.142,1.02
01_ch2_cla_l1_20240701T134653195_20240701T134701195.fits,-62.5221,-130.727,-63.6825,-130.822,-63.7012,-129.13,-62.5401,-129.097,0.6
01_ch2_cla_l1_20240701T193538911_20240701T193546911.fits,-59.3591,-133.848,-60.5361,-133.931,-60.5547,-132.37,-59.3771,-132.338,1.17
01_ch2_cla_l1_20240701T193906911_20240701T193914911.fits,-70.0306,-134.914,-71.1658,-135.096,-71.1925,-132.852,-70.056,-132.787,0.38
01_ch2_cla_l1_20240701T135437196_20240701T135445196.fits,-86.3843,-144.148,-87.3985,-150.385,-87.5622,-135.995,-86.5006,-133.772,1.18
01_ch2_cla_l1_20240701T152801767_20240701T152809767.fits,-15.5198,-130.288,-16.8373,-130.308,-16.8482,-129.351,-15.5307,-129.336,0.2
01_ch2_cla_l1_20240701T174045826_20240701T174053826.fits,-64.6265,-133.143,-65.7816,-133.257,-65.8027,-131.44,-64.6467,-131.399,0.9
01_ch2_cla_l1_20240701T154929767_20240701T154937767.fits,-81.0956,-136.162,-82.1785,-137.043,-82.2346,-132.078,-81.1451,-131.786,0.66
01_ch2_cla_l1_20240701T120144112_20240701T120152112.fits,-80.8362,54.2387,-81.8587,54.4899,-81.8123,58.746,-80.7951,58.0171,0.92
01_ch2_cla_l1_20240701T125925195_20240701T125933195.fits,80.5988,-126.97,79.3632,-127.135,79.3137,-122.649,80.543,-121.915,0.18
01_ch2_cla_l1_20240701T115056112_20240701T115104112.fits,-64.5037,-129.778,-65.6546,-129.886,-65.6742,-128.089,-64.5225,-128.053,0.61
01_ch2_cla_l1_20240701T165629826_20240701T165637826.fits,68.8679,-129.963,67.5976,-130.006,67.5717,-127.732,68.8406,-127.562,0.85
01_ch2_cla_l1_20240701T152449767_20240701T152457767.fits,-5.8991,-130.14,-7.2356,-130.157,-7.2463,-129.214,-5.9097,-129.198,0.59
01_ch2_cla_l1_20240701T171253826_20240701T171301826.fits,19.6464,-130.883,18.2909,-130.897,18.2793,-129.89,19.6347,-129.867,1.08
01_ch2_cla_l1_20240701T095635848_20240701T095643848.fits,-71.4694,-129.488,-72.59,-129.681,-72.6153,-127.311,-71.4933,-127.25,0.33
01_ch2_cla_l1_20240701T090107848_20240701T090115848.fits,84.9818,42.499,83.8194,44.6922,83.8966,51.8794,85.0773,51.3709,1.01
01_ch2_cla_l1_20240701T171701826_20240701T171709826.fits,7.2761,-131.045,5.9245,-131.06,5.9135,-130.103,7.265,-130.084,0.23
01_ch2_cla_l1_20240701T130541196_20240701T130549196.fits,61.6557,-128.072,60.3593,-128.098,60.3393,-126.289,61.635,-126.191,0.01
01_ch2_cla_l1_20240701T131445195_20240701T131453195.fits,34.4548,-128.529,33.1042,-128.543,33.0917,-127.407,34.4421,-127.376,0.35
01_ch2_cla_l1_20240701T190514911_20240701T190522911.fits,32.3536,-131.791,31.0072,-131.806,30.9943,-130.701,32.3406,-130.671,0.52
01_ch2_cla_l1_20240701T094307848_20240701T094315848.fits,-30.2561,-127.276,-31.5333,-127.302,-31.5444,-126.277,-30.267,-126.263,0.81
01_ch2_cla_l1_20240701T091435848_20240701T091443848.fits,55.3194,-126.062,54.0016,-126.08,53.9849,-124.52,55.3022,-124.452,0.01
01_ch2_cla_l1_20240701T175053826_20240701T175101826.fits,-82.8146,51.7926,-83.8507,52.2637,-83.7842,58.0013,-82.7577,56.7075,0.97
01_ch2_cla_l1_20240701T112344112_20240701T112352112.fits,17.7774,-127.654,16.4164,-127.668,16.4054,-126.665,17.7663,-126.644,1.17
01_ch2_cla_l1_20240701T093611848_20240701T093619848.fits,-9.3454,-126.919,-10.678,-126.936,-10.6883,-125.988,-9.3557,-125.973,0.34
01_ch2_cla_l1_20240701T105848112_20240701T105856112.fits,88.0738,21.1027,86.9941,33.1776,87.1609,48.2462,88.3466,44.915,0.35
01_ch2_cla_l1_20240701T092003848_20240701T092011848.fits,38.936,-126.308,37.5867,-126.322,37.5738,-125.123,38.923,-125.087,0.27
01_ch2_cla_l1_20240701T194714911_20240701T194722911.fits,-83.5892,51.1931,-84.6295,51.828,-84.5507,58.4234,-83.5232,56.732,1.12
01_ch2_cla_l1_20240701T173429826_20240701T173437826.fits,-45.4235,-132.073,-46.6514,-132.116,-46.6654,-130.919,-45.4371,-130.9,0.04
01_ch2_cla_l1_20240701T175501826_20240701T175509826.fits,-69.8727,49.9541,-70.8673,50.0133,-70.847,51.7688,-69.8534,51.6222,0.1
01_ch2_cla_l1_20240701T144649767_20240701T144657767.fits,72.3756,47.5383,71.251,47.7405,71.276,49.9609,72.4021,49.9008,1.1
01_ch2_cla_l1_20240701T130453195_20240701T130501195.fits,64.066,-128.01,62.7763,-128.038,62.755,-126.099,64.0437,-125.983,0.67
01_ch2_cla_l1_20240701T111528112_20240701T111536112.fits,42.5012,-127.34,41.1596,-127.355,41.146,-126.103,42.4874,-126.063,0.2
01_ch2_cla_l1_20240701T155025767_20240701T155033767.fits,-83.9754,-139.18,-85.0374,-141.198,-85.1246,-133.519,-84.0474,-132.835,1.08
01_ch2_cla_l1_20240701T130101195_20240701T130109195.fits,75.7478,-127.494,74.4953,-127.572,74.4603,-124.402,75.71,-124.059,0.36
01_ch2_cla_l1_20240701T111256112_20240701T111304112.fits,50.094,-127.227,48.7667,-127.243,48.7514,-125.837,50.0783,-125.783,0.71
01_ch2_cla_l1_20240701T185738911_20240701T185746911.fits,55.1526,-131.413,53.846,-131.436,53.8282,-129.902,55.1342,-129.831,0.34
01_ch2_cla_l1_20240701T191802911_20240701T191810911.fits,-5.9822,-132.318,-7.3169,-132.337,-7.328,-131.394,-5.9933,-131.378,0.5
01_ch2_cla_l1_20240701T105400112_20240701T105408112.fits,73.5557,49.5336,72.4234,49.7613,72.4494,52.1525,73.5834,52.0899,0.85
01_ch2_cla_l1_20240701T092419848_20240701T092427848.fits,26.1787,-126.468,24.8176,-126.481,24.8061,-125.42,26.1672,-125.395,0.17
01_ch2_cla_l1_20240701T170245826_20240701T170253826.fits,49.9955,-130.449,48.675,-130.467,48.6592,-129.074,49.9793,-129.019,0.74
01_ch2_cla_l1_20240701T173413826_20240701T173421826.fits,-44.6104,-132.046,-45.8414,-132.087,-45.8551,-130.904,-44.6239,-130.885,0.86
01_ch2_cla_l1_20240701T150505767_20240701T150513767.fits,53.2032,-129.321,51.8874,-129.34,51.8709,-127.858,53.1861,-127.795,1.15
01_ch2_cla_l1_20240701T150337767_20240701T150345767.fits,57.6125,-129.233,56.3075,-129.255,56.2893,-127.626,57.5936,-127.548,0.79
01_ch2_cla_l1_20240701T114008112_20240701T114016112.fits,-31.5059,-128.398,-32.7796,-128.425,-32.7909,-127.391,-31.5171,-127.376,0.57
01_ch2_cla_l1_20240701T112120112_20240701T112128112.fits,24.9522,-127.567,23.5923,-127.58,23.5809,-126.531,24.9406,-126.507,0.01
01_ch2_cla_l1_20240701T135421195_20240701T135429195.fits,-85.5763,-141.303,-86.6138,-145.232,-86.7386,-134.126,-85.6714,-132.78,0.92
01_ch2_cla_l1_20240701T133509195_20240701T133517195.fits,-26.7378,-129.395,-28.0261,-129.419,-28.0373,-128.417,-26.7489,-128.402,0.33
01_ch2_cla_l1_20240701T185858911_20240701T185906911.fits,51.1441,-131.494,49.8284,-131.514,49.8119,-130.095,51.1272,-130.037,0.0
01_ch2_cla_l1_20240701T091843848_20240701T091851848.fits,42.9265,-126.255,41.5833,-126.269,41.5698,-125.007,42.9127,-124.966,0.48
01_ch2_cla_l1_20240701T192042911_20240701T192050911.fits,-13.9983,-132.445,-15.3184,-132.466,-15.3297,-131.513,-14.0097,-131.498,0.9
01_ch2_cla_l1_20240701T130317195_20240701T130325195.fits,68.8931,-127.854,67.6181,-127.893,67.5929,-125.604,68.8665,-125.436,0.88
01_ch2_cla_l1_20240701T091627848_20240701T091635848.fits,49.7179,-126.156,48.3875,-126.171,48.3725,-124.771,49.7025,-124.718,0.76
01_ch2_cla_l1_20240701T193650911_20240701T193658911.fits,-63.0469,-134.127,-64.2091,-134.231,-64.2299,-132.5,-63.0668,-132.462,1.16
01_ch2_cla_l1_20240701T125349196_20240701T125357196.fits,83.4167,42.9639,82.257,44.3082,82.3196,49.9671,83.4905,49.63,0.4
01_ch2_cla_l1_20240701T155241767_20240701T155249767.fits,-87.793,58.66,-88.8241,66.2665,-88.5146,90.6217,-87.6141,73.9469,1.02
01_ch2_cla_l1_20240701T194346911_20240701T194354911.fits,-84.4401,-142.509,-85.4995,-145.014,-85.6014,-136.518,-84.5226,-135.611,0.6
01_ch2_cla_l1_20240701T105616112_20240701T105624112.fits,80.5258,46.8755,79.3697,47.5435,79.414,51.6193,80.5756,51.4531,0.65
01_ch2_cla_l1_20240701T111512112_20240701T111520112.fits,43.2999,-127.329,41.9595,-127.344,41.9458,-126.079,43.2859,-126.037,0.45
01_ch2_cla_l1_20240701T094059848_20240701T094107848.fits,-23.8034,-127.151,-25.1007,-127.173,-25.1113,-126.186,-23.814,-126.172,0.46
01_ch2_cla_l1_20240701T085523848_20240701T085531848.fits,67.3679,51.649,66.2582,51.7688,66.2767,53.5011,67.3873,53.4654,0.03
01_ch2_cla_l1_20240701T144817767_20240701T144825767.fits,76.8987,46.3457,75.7576,46.7081,75.7911,49.686,76.9351,49.5851,1.08
01_ch2_cla_l1_20240701T170021826_20240701T170029826.fits,57.2093,-130.307,55.9057,-130.33,55.8874,-128.721,57.1904,-128.644,0.94
01_ch2_cla_l1_20240701T092131848_20240701T092139848.fits,34.5488,-126.365,33.1941,-126.378,33.1819,-125.236,34.5364,-125.204,0.63
01_ch2_cla_l1_20240701T132213195_20240701T132221195.fits,12.1239,-128.811,10.7664,-128.825,10.7555,-127.849,12.113,-127.83,0.54
01_ch2_cla_l1_20240701T190146911_20240701T190154911.fits,42.7399,-131.638,41.4075,-131.655,41.3931,-130.412,42.7252,-130.37,1.12
01_ch2_cla_l1_20240701T151041767_20240701T151049767.fits,36.4124,-129.583,35.0664,-129.597,35.0535,-128.44,36.3993,-128.407,0.88
01_ch2_cla_l1_20240701T093723848_20240701T093731848.fits,-12.953,-126.972,-14.2777,-126.99,-14.2881,-126.037,-12.9633,-126.023,0.93
01_ch2_cla_l1_20240701T095427848_20240701T095435848.fits,-64.8815,-128.698,-66.0288,-128.807,-66.0483,-126.993,-64.9001,-126.957,1.13
01_ch2_cla_l1_20240701T154913767_20240701T154921767.fits,-80.2708,-135.627,-81.3581,-136.361,-81.4091,-131.841,-80.3163,-131.599,1.14
01_ch2_cla_l1_20240701T152153767_20240701T152201767.fits,2.8987,-130.017,1.5498,-130.033,1.5391,-129.083,2.8878,-129.066,0.94
01_ch2_cla_l1_20240701T165805826_20240701T165813826.fits,64.0376,-130.133,62.7526,-130.164,62.7306,-128.237,64.0147,-128.12,0.81
01_ch2_cla_l1_20240701T174221826_20240701T174229826.fits,-69.559,-133.707,-70.6945,-133.878,-70.7199,-131.685,-69.5831,-131.626,0.83
01_ch2_cla_l1_20240701T100827848_20240701T100835848.fits,-70.4048,54.2135,-71.3907,54.2679,-71.3717,56.0421,-70.3868,55.8972,1.1
01_ch2_cla_l1_20240701T113416112_20240701T113424112.fits,-13.793,-128.076,-15.1155,-128.095,-15.126,-127.141,-13.8035,-127.127,0.26
01_ch2_cla_l1_20240701T172309826_20240701T172317826.fits,-11.1239,-131.309,-12.4503,-131.328,-12.4614,-130.38,-11.1349,-130.365,0.29
01_ch2_cla_l1_20240701T090259848_20240701T090307848.fits,89.1668,-111.159,88.9143,-57.4919,88.9136,-14.5078,89.786,-38.131,0.07
01_ch2_cla_l1_20240701T185450911_20240701T185458911.fits,63.5869,-131.199,62.3029,-131.232,62.2809,-129.336,63.5638,-129.221,0.06
01_ch2_cla_l1_20240701T120320112_20240701T120328112.fits,-75.8256,53.5308,-76.8315,53.6345,-76.8035,56.2101,-75.7996,55.921,1.02
01_ch2_cla_l1_20240701T184242911_20240701T184250911.fits,80.6006,42.1988,79.4519,42.9049,79.4996,46.9707,80.6542,46.7675,0.5
01_ch2_cla_l1_20240701T115712112_20240701T115720112.fits,-83.8779,-136.603,-84.9374,-138.489,-85.0191,-131.008,-83.9455,-130.397,0.76
01_ch2_cla_l1_20240701T171517826_20240701T171525826.fits,12.4652,-130.976,11.1107,-130.991,11.0994,-130.017,12.4539,-129.997,0.17
01_ch2_cla_l1_20240701T110208112_20240701T110216112.fits,82.674,-125.545,81.4437,-125.793,81.3837,-120.276,82.6041,-119.132,0.0
01_ch2_cla_l1_20240701T154137767_20240701T154145767.fits,-56.8284,-131.463,-58.0126,-131.532,-58.0292,-130.068,-56.8445,-130.043,0.78
01_ch2_cla_l1_20240701T154705767_20240701T154713767.fits,-73.6699,-133.282,-74.7867,-133.541,-74.8171,-130.851,-73.6983,-130.765,1.12
01_ch2_cla_l1_20240701T100643848_20240701T100651848.fits,-75.8501,54.5862,-76.8534,54.6871,-76.8259,57.2553,-75.8246,56.9696,0.25
01_ch2_cla_l1_20240701T095755848_20240701T095803848.fits,-75.5962,-130.333,-76.6994,-130.65,-76.7315,-127.643,-75.626,-127.545,0.48
01_ch2_cla_l1_20240701T152233767_20240701T152241767.fits,0.9007,-130.044,-0.4458,-130.06,-0.4566,-129.113,0.8899,-129.097,0.45
01_ch2_cla_l1_20240701T183930911_20240701T183938911.fits,70.741,45.585,69.6257,45.759,69.6494,47.7798,70.7661,47.7234,0.59
01_ch2_cla_l1_20240701T130725196_20240701T130733196.fits,56.4403,-128.188,55.1302,-128.208,55.1126,-126.618,56.4222,-126.545,0.33
01_ch2_cla_l1_20240701T150353767_20240701T150401767.fits,56.8103,-129.25,55.5033,-129.271,55.4854,-127.672,56.7919,-127.597,0.07
01_ch2_cla_l1_20240701T115904112_20240701T115912112.fits,-88.7444,100.746,-89.4843,88.2258,-89.6259,178.378,-89.04,130.482,0.45
01_ch2_cla_l1_20240701T151953767_20240701T152001767.fits,8.8882,-129.938,7.5341,-129.953,7.5232,-128.99,8.8773,-128.971,0.62
01_ch2_cla_l1_20240701T165613826_20240701T165621826.fits,69.6739,-129.928,68.4059,-129.975,68.3792,-127.627,69.6456,-127.445,0.67
01_ch2_cla_l1_20240701T191930911_20240701T191938911.fits,-10.3887,-132.386,-11.7159,-132.406,-11.7271,-131.46,-10.4,-131.444,0.51
01_ch2_cla_l1_20240701T093947848_20240701T093955848.fits,-20.1816,-127.088,-21.4885,-127.108,-21.4991,-126.136,-20.1921,-126.122,0.76
01_ch2_cla_l1_20240701T131621195_20240701T131629195.fits,29.6686,-128.591,28.3136,-128.605,28.3016,-127.519,29.6565,-127.491,0.19
01_ch2_cla_l1_20240701T173421826_20240701T173429826.fits,-45.017,-132.059,-46.2464,-132.102,-46.2602,-130.911,-45.0306,-130.893,0.28
01_ch2_cla_l1_20240701T114216112_20240701T114224112.fits,-37.9806,-128.551,-39.2326,-128.583,-39.2446,-127.489,-37.9924,-127.474,1.01
01_ch2_cla_l1_20240701T185746911_20240701T185754911.fits,54.7513,-131.422,53.4441,-131.444,53.4264,-129.923,54.7332,-129.854,0.74
01_ch2_cla_l1_20240701T175509826_20240701T175517826.fits,-69.4537,49.9309,-70.4472,49.9879,-70.4274,51.7033,-69.4349,51.5627,0.05
01_ch2_cla_l1_20240701T144641767_20240701T144649767.fits,71.9636,47.6179,70.8407,47.8109,70.865,49.9803,71.9894,49.9226,0.65
01_ch2_cla_l1_20240701T112112112_20240701T112120112.fits,25.3507,-127.562,23.9911,-127.575,23.9796,-126.523,25.3391,-126.498,0.02
01_ch2_cla_l1_20240701T135413195_20240701T135421195.fits,-85.1694,-140.239,-86.2145,-143.464,-86.326,-133.505,-85.2566,-132.413,0.66
01_ch2_cla_l1_20240701T095731848_20240701T095739848.fits,-74.3577,-130.034,-75.466,-130.303,-75.4956,-127.526,-74.3854,-127.442,1.01
